Year,State,Life Expectancy,Air Quality Index,Binge Drinking,Completed High SchoolPercent,Bachelor's degree or more Percent,Median Income,Health care coverage pct,Physical Activity Percentage,Smoking
2011,Idaho,79.09294558,28.85505639,13.1,88.6,25.2,"47,459",77.4,80,15.7
2011,Illinois,78.99161669,39.29121761,17.7,87.2,31,"50,637",82.6,74.3,16.9
2011,Indiana,77.36828231,42.60267389,13.8,87.3,23,"44,445",79.4,73.5,21.2
2011,Iowa,79.47776312,43.69424394,17.7,90.6,25.8,"50,219",87.6,75.2,16.1
2011,Kansas,78.43245885,42.1897514,14.7,90,30.1,"46,147",82.6,76,17
2011,Kentucky,75.81754156,44.35181496,12.2,83.1,21.1,"39,856",80.5,70.7,24.8
2011,Louisiana,75.93208749,47.84770346,14.7,82.5,21.1,"40,658",77.1,69.9,22.1
2011,Maine,79.01232435,35.70276848,14.8,90.9,28.4,"49,693",86.5,77.5,18.2
2011,Maryland,79.20361925,50.46174085,13.7,88.9,36.9,"68,876",86.6,76.9,15.2
2011,Massachusetts,80.44305957,43.31867576,17.7,89.2,39.1,"63,313",93,79.4,14.1
2011,Michigan,78.05089337,42.02200525,16.1,88.8,25.6,"48,879",83.9,76.4,18.9
2011,Minnesota,80.70154395,36.02588467,18.4,92,32.4,"57,820",88.1,80.9,14.9
2011,Mississippi,74.76817952,45.16157895,10,81.1,19.8,"41,090",73.6,67,22.9
2011,Missouri,77.47257851,49.6972067,16.4,87.6,26.1,"45,774",81.6,72.8,21.1
2011,Montana,78.44582714,35.82746547,17.2,92.3,28.2,"40,277",79.2,78.4,18.8
2011,Nebraska,79.52975349,35.24896093,18.7,91,27.9,"55,616",83.4,75.3,17.2
2011,Nevada,77.96348328,36.86486486,17.3,84,22.5,"47,043",72.6,77,21.3
2011,New Hampshire,79.88917751,43.71864548,15.4,91.4,33.4,"65,880",86.2,80.1,16.9
2011,New Jersey,79.99263729,45.81836042,14.1,88.1,35.3,"62,338",84.2,73.4,14.4
2011,New Mexico,78.20547893,42.66565226,12.1,83.2,25.6,"41,982",77.3,78.4,18.5
2011,New York,80.40265503,39.63570158,15.9,85,32.9,"50,636",84.7,76.1,15.5
2011,North Carolina,77.90011136,44.33888255,12,84.7,26.9,"45,206",78.7,74.3,19.8
2011,North Dakota,79.13316883,34.87586424,20.1,90.7,26.3,"56,361",85.9,75.2,17.4
2011,Ohio,77.47576403,43.78209745,16.7,88.3,24.7,"44,648",85.6,73.9,22.5
2011,Oklahoma,75.66859763,52.15761155,13,86.3,23.8,"48,455",77.3,70.1,23.7
2011,Oregon,79.37382572,32.40029236,14.6,89.4,29.3,"51,526",80.6,82.5,15.1
2011,Pennsylvania,78.3025483,46.62791404,15.8,88.6,27,"49,910",86.2,74.2,18.4
2011,Rhode Island,79.76317365,43.54237288,17.2,84.8,31.1,"49,033",85.3,75.9,15.7
2011,South Carolina,76.88691563,44.52802803,12.5,84.2,24.1,"40,084",78.1,72.2,21
2011,South Dakota,79.07906912,36.26946108,18.5,90.6,26.3,"47,223",86.4,75.3,15.4
2011,Tennessee,76.235436,44.41420949,6.7,84.2,23.6,"42,279",81.4,70.1,20.1
2011,Texas,78.51443443,47.87567173,14.8,81.1,26.4,"49,047",70.6,73.4,15.8
2011,Utah,79.79579617,50.06705351,8.8,90.3,29.7,"55,493",81.9,82.1,9.1
2011,Vermont,80.02075392,41.22627737,17.1,91.8,35.4,"51,862",90,82.1,15.4
2011,Virginia,78.96147909,39.17239583,15.3,87.8,35.1,"62,616",84.5,76.7,18.5
2011,Washington,79.98196362,29.08042895,15.3,90.1,31.9,"56,850",81.4,81.7,15.2
2011,West Virginia,75.20238975,39.68411673,9.1,84.2,18.5,"41,821",78.1,67.1,26.8
2011,Wisconsin,79.46594819,41.89454447,22.8,90.4,26.5,"52,058",87,77.2,19.1
2011,Wyoming,78.1950741,37.98392794,15.2,92,24.7,"54,509",78.8,77.8,19.5
2012,Alabama,75.35814245,43.26735104,13.7,82.7,22.3,"43,464",79.7,67.4,24.3
2012,Alaska,78.4752488,30.95145228,20.8,91.8,26.4,"63,648",82.6,78,22.9
2012,Arizona,79.49191763,55.28777143,18,85.7,26.6,"47,044",79.2,75.8,19.3
2012,Arkansas,75.82431208,42.1443986,14.1,83.8,20.3,"39,018",73,69.1,27
2012,California,80.82971559,57.13448806,18.6,81.1,30.3,"57,020",78.5,80.9,13.7
2012,Colorado,80.12893104,47.21185692,20.1,90.2,36.7,"57,255",81.6,83.5,18.3
2012,Connecticut,80.89154225,47.99682288,17.9,89.1,36.2,"64,247",88.4,74.5,17.1
2012,Delaware,78.59412279,49.73836127,20.3,87,28.8,"48,972",87.7,73,21.7
2012,District of Columbia,77.57205231,56,25,87.2,52.5,"65,246",91.6,80.2,20.8
2012,Florida,79.65047627,38.20948418,17.1,85.9,25.8,"46,071",76.1,73.1,19.3
2012,Georgia,77.61182527,44.88867825,16.6,84.3,27.6,"48,121",76.7,73.3,21.2
2012,Hawaii,81.35882458,63.29224377,21.5,90.6,29.1,"56,263",89.1,78.7,16.8
2012,Idaho,79.19451484,30.71672819,16.6,88.6,25.2,"47,922",80.1,78.6,17.2
2012,Illinois,79.0811605,42.45945636,23,87.2,31,"51,738",82.5,74.9,20.9
2012,Indiana,77.33971421,43.07125541,17.8,87.3,23,"46,158",81.1,70.8,25.6
2012,Iowa,79.56999042,45.03266055,23.1,90.6,25.8,"53,442",88.1,74.1,20.4
2012,Kansas,78.49198034,44.05741751,17,90,30.1,"50,003",82,73.2,22
2012,Kentucky,75.73836902,46.69961634,16.1,83.1,21.1,"41,086",81.9,70.7,29
2012,Louisiana,75.66565718,45.33342271,16.1,82.5,21.1,"39,085",78.1,66.2,25.7
2012,Maine,79.23801161,35.35419198,17.3,90.9,28.4,"49,158",85.9,77,22.8
2012,Maryland,79.27169392,51.03724989,18,88.9,36.9,"71,836",86.3,73.8,19.1
2012,Massachusetts,80.67741097,42.28157827,20.6,89.2,39.1,"63,656",93.8,76.5,18.2
2012,Michigan,78.1504776,47.37484329,19.7,88.8,25.6,"50,015",85.5,76.4,23.3
2012,Minnesota,80.80274461,36.3429441,22.1,92,32.4,"61,795",88.4,78.1,19.1
2012,Mississippi,74.91948379,42.76157205,14.2,81.1,19.8,"36,641",76.7,64,26
2012,Missouri,77.63253896,51.45932865,19.2,87.6,26.1,"49,764",82.2,71.6,25
2012,Montana,78.70476143,38.31187465,20.8,92.3,28.2,"45,088",80.1,75.6,22.1
2012,Nebraska,79.48961874,39.69376026,22.7,91,27.9,"52,196",84.4,73.7,20
2012,Nevada,78.21739962,47.39069767,18.6,84,22.5,"47,333",73.9,75.7,22.9
2012,New Hampshire,80.18401486,39.83991684,18.7,91.4,33.4,"67,819",86,77.5,19.4
2012,New Jersey,80.19859152,45.84840623,18.2,88.1,35.3,"66,692",83.8,73.6,16.8
2012,New Mexico,78.27861969,43.06587803,16.4,83.2,25.6,"43,424",76.7,74.7,21.5
2012,New York,80.58446869,39.565041,19.6,85,32.9,"47,680",83.9,73.7,18.1
2012,North Carolina,77.9496733,41.61626584,15.2,84.7,26.9,"41,553",78.1,73.3,21.8
2012,North Dakota,79.79102141,36.51944107,23.8,90.7,26.3,"55,766",85.8,72.9,21.9
2012,Ohio,77.5160037,45.33445617,20.1,88.3,24.7,"44,375",84.6,73,25.1
2012,Oklahoma,75.86421158,48.73715145,16.5,86.3,23.8,"48,407",81,68.8,26.1
2012,Oregon,79.60561544,31.82720677,16.5,89.4,29.3,"51,775",80,80.3,19.7
2012,Pennsylvania,78.51193322,48.14295223,18.3,88.6,27,"51,904",85.6,73.8,22.4
2012,Rhode Island,79.96950949,42.87062257,19.7,84.8,31.1,"56,065",83.7,73.8,20
2012,South Carolina,76.93382717,38.97483095,15.4,84.2,24.1,"44,401",77.3,72.8,23.1
2012,South Dakota,79.1410033,42.02861842,22.1,90.6,26.3,"49,415",87.9,73.1,23
2012,Tennessee,76.21298591,44.54907041,10,84.2,23.6,"42,995",81.2,64.9,23
2012,Texas,78.47309802,44.98852058,18.9,81.1,26.4,"51,926",69.6,72.8,19.2
2012,Utah,79.75971282,50.62645607,12,90.3,29.7,"58,341",83,81.1,11.8
2012,Vermont,79.62730447,36.39471511,18.5,91.8,35.4,"55,582",89.2,79,19.1
2012,Virginia,79.12145477,38.24805154,17.9,87.8,35.1,"64,632",84.2,75,20.9
2012,Washington,80.05723643,30.62313827,17.8,90.1,31.9,"62,187",81.5,78,17.5
2012,West Virginia,75.35389177,40.91474654,10.1,84.2,18.5,"43,553",78.3,64.9,28.6
2012,Wisconsin,79.61502034,45.36459983,24.3,90.4,26.5,"53,079",87.1,77.3,20.9
2012,Wyoming,78.48571682,41.10068259,18.9,92,24.7,"57,512",78.6,74.5,23
2013,Alabama,75.33912943,37.8973392,12.3,82.7,22.3,"41,381",81.5,68.5,23.8
2013,Alaska,78.44647774,30.40193492,16.8,91.8,26.4,"61,137",82.8,77.7,20.5
2013,Arizona,79.5993495,51.13182423,15.3,85.7,26.6,"50,602",78.7,74.8,17.1
2013,Arkansas,75.9046992,38.23350254,11.8,83.8,20.3,"39,919",75.6,65.6,25
2013,California,80.85501336,55.9286937,16.9,81.1,30.3,"57,528",82.7,78.6,12.6
2013,Colorado,80.23434252,45.74928806,19.2,90.2,36.7,"63,371",83,82.1,17.7
2013,Connecticut,80.98403657,48.16150794,17.5,89.1,36.2,"67,781",89.5,75.1,16
2013,Delaware,78.82277504,44.87764489,18.6,87,28.8,"52,219",87.4,72.2,19.7
2013,District of Columbia,77.50448958,48,23.1,87.2,52.5,"60,675",91.4,80.5,19.6
2013,Florida,79.70551678,36.93567556,16.5,85.9,25.8,"47,886",74.7,72.3,17.7
2013,Georgia,77.54110396,39.97857143,14.4,84.3,27.6,"47,439",76.4,72.8,20.4
2013,Hawaii,81.2158183,56.02676733,18.2,90.6,29.1,"61,408",91.2,77.9,14.6
2013,Idaho,79.25990992,32.08287014,14.1,88.6,25.2,"51,767",79.5,76.3,16.4
2013,Illinois,79.23989027,36.70317442,21.6,87.2,31,"57,196",83,74.9,18.6
2013,Indiana,77.21650493,37.95144324,15.9,87.3,23,"50,553",81.9,69,24
2013,Iowa,79.43894299,41.39235485,21.7,90.6,25.8,"54,855",88.7,71.5,18.1
2013,Kansas,78.61213116,36.87974508,15.8,90,30.1,"51,485",82,73.5,19.4
2013,Kentucky,76.07473158,38.76588853,14.9,83.1,21.1,"42,158",80.9,69.8,28.3
2013,Louisiana,75.45162376,41.30981595,16.5,82.5,21.1,"39,622",77.6,67.8,24.8
2013,Maine,78.96966786,36.14764305,17.7,90.9,28.4,"50,121",86.7,76.7,20.3
2013,Maryland,79.25589198,43.81761945,16.4,88.9,36.9,"65,262",86.3,74.7,16.2
2013,Massachusetts,80.5046797,41.58540752,19.7,89.2,39.1,"62,963",93.5,76.5,16.4
2013,Michigan,78.04077557,38.68805608,19.2,88.8,25.6,"48,801",84.8,75.6,23.3
2013,Minnesota,80.7197345,35.99068018,21.9,92,32.4,"60,907",88.9,76.5,18.8
2013,Mississippi,74.65914035,38.3549007,12.1,81.1,19.8,"40,850",76,61.9,24
2013,Missouri,77.61962403,42.72686613,17.2,87.6,26.1,"50,311",83.8,71.7,23.9
2013,Montana,78.37279614,34.69843503,21.7,92.3,28.2,"44,132",81.4,77.5,19.7
2013,Nebraska,79.55817285,34.00132802,22.1,91,27.9,"53,774",84.8,74.7,19.7
2013,Nevada,78.29792391,48.09395509,15.1,84,22.5,"45,369",76.6,76.3,18.1
2013,New Hampshire,80.14190696,39.54704413,17,91.4,33.4,"71,322",86.3,77.6,17.2
2013,New Jersey,80.25091794,42.14831212,17.7,88.1,35.3,"61,782",83.1,73.2,17.3
2013,New Mexico,78.54837585,43.00665323,14.6,83.2,25.6,"42,127",77.3,75.7,19.3
2013,New York,80.65245817,37.61760155,17,85,32.9,"53,843",85,73.3,16.2
2013,North Carolina,78.10118801,37.18334323,13.1,84.7,26.9,"41,208",79.2,73.4,20.9
2013,North Dakota,79.33667684,38.77621522,24.1,90.7,26.3,"52,888",89.3,72.4,21.2
2013,Ohio,77.56728535,38.97548906,18,88.3,24.7,"46,398",85.6,71.5,23.3
2013,Oklahoma,75.62854281,42.91394953,14.4,86.3,23.8,"43,777",80.7,67,23.3
2013,Oregon,79.47447745,37.08918658,15.3,89.4,29.3,"56,307",78.5,81.5,17.9
2013,Pennsylvania,78.55925237,44.92879499,17.9,88.6,27,"53,952",86.5,73.7,21.4
2013,Rhode Island,79.61902457,40.66329347,17.2,84.8,31.1,"57,812",83.7,73.1,17.4
2013,South Carolina,76.90894227,34.84257285,15.4,84.2,24.1,"43,749",79.5,73.1,22.5
2013,South Dakota,79.31569094,40.30705532,20.6,90.6,26.3,"54,453",86.9,76.2,22
2013,Tennessee,76.25246145,39.90902323,11.3,84.2,23.6,"42,499",81.8,62.8,24.9
2013,Texas,78.46446189,42.61591999,16.2,81.1,26.4,"53,027",72.2,69.9,18.2
2013,Utah,79.53975969,53.91064601,11.2,90.3,29.7,"62,967",84.1,79.4,10.6
2013,Vermont,79.90055973,36.74607113,19.3,91.8,35.4,"54,842",89.8,79.5,16.5
2013,Virginia,79.24927793,34.72372238,15.7,87.8,35.1,"67,620",84.1,74.5,19
2013,Washington,80.12314109,32.23477915,16.9,90.1,31.9,"60,106",82.1,80,17.2
2013,West Virginia,75.54295439,35.52968568,10.2,84.2,18.5,"40,241",79,68.6,28.2
2013,Wisconsin,79.46370471,40.04152249,25.2,90.4,26.5,"55,258",87.6,76.2,20.4
2013,Wyoming,78.59202365,41.96116336,17,92,24.7,"55,700",79.6,74.9,21.8
2014,Alabama,75.51338667,39.93664676,11.2,82.7,22.3,"42,278",85,68.5,21.5
2014,Alaska,78.79088806,34.9124487,19.5,91.8,26.4,"67,629",85.3,77.7,22.6
2014,Arizona,79.72451355,52.14919268,13.4,85.7,26.6,"49,254",84.7,74.8,16.3
2014,Arkansas,75.99727505,36.12283044,12.5,83.8,20.3,"44,922",82.5,65.6,25.9
2014,California,81.1890094,56.23274194,17.4,81.1,30.3,"60,487",84.9,78.6,12.5
2014,Colorado,80.01711172,42.45274071,18.5,90.2,36.7,"60,940",86.8,82.1,17.7
2014,Connecticut,81.11674867,44.81336497,18.2,89.1,36.2,"70,161",90.4,75.1,15.5
2014,Delaware,78.45518436,47.20566728,17,87,28.8,"57,522",90.4,72.2,19.6
2014,District of Columbia,77.88988459,47,22.4,87.2,52.5,"68,277",92,80.5,18.8
2014,Florida,79.60295943,37.92498566,15.6,85.9,25.8,"46,140",80.3,72.3,16.8
2014,Georgia,77.56154068,42.10104012,13.1,84.3,27.6,"49,555",78.7,72.8,18.8
2014,Hawaii,81.42376203,51.47042053,18.3,90.6,29.1,"71,223",91.4,77.9,13.3
2014,Idaho,79.231991,30.11235648,14.9,88.6,25.2,"53,438",82.7,76.3,17.2
2014,Illinois,79.1738928,36.22663222,21.8,87.2,31,"54,916",87.4,74.9,18
2014,Indiana,77.2851472,38.54553415,15,87.3,23,"48,060",84.3,69,21.9
2014,Iowa,79.44627381,40.99496403,21.7,90.6,25.8,"57,810",91.6,71.5,19.5
2014,Kansas,78.54163986,37.14673279,15.4,90,30.1,"53,444",84.6,73.5,20
2014,Kentucky,75.83714957,39.87202347,13.4,83.1,21.1,"42,786",89.3,69.8,26.5
2014,Louisiana,75.45279288,41.20710701,16.3,82.5,21.1,"42,406",80.6,67.8,23.5
2014,Maine,79.03713793,34.86452763,17.2,90.9,28.4,"51,710",87.8,76.7,20.2
2014,Maryland,79.42291823,44.25935614,14.2,88.9,36.9,"76,165",90,74.7,16.4
2014,Massachusetts,80.339166,39.87845892,19.4,89.2,39.1,"63,151",95.2,76.5,16.6
2014,Michigan,77.97184163,40.25822368,18.9,88.8,25.6,"52,005",89,75.6,21.4
2014,Minnesota,80.78223545,34.36857317,21,92,32.4,"67,244",92.2,76.5,18
2014,Mississippi,74.77847621,39.39596879,12.4,81.1,19.8,"35,521",80.3,61.9,24.8
2014,Missouri,77.60367694,41.37869639,17.2,87.6,26.1,"56,630",85.9,71.7,22.1
2014,Montana,78.56121356,33.97582719,20.8,92.3,28.2,"51,102",86.2,77.5,19
2014,Nebraska,79.4447385,32.0027088,20,91,27.9,"56,870",86.8,74.7,18.5
2014,Nevada,78.55883518,44.60115215,15.2,84,22.5,"49,875",82.1,76.3,19.4
2014,New Hampshire,79.68630123,39.13150229,16.8,91.4,33.4,"73,397",87.5,77.6,16.2
2014,New Jersey,80.40495305,41.75831038,16.3,88.1,35.3,"65,243",86.5,73.2,15.7
2014,New Mexico,78.18041179,39.42686935,14.5,83.2,25.6,"46,686",83.4,75.7,19.1
2014,New York,80.89850136,36.69109695,17.4,85,32.9,"54,310",86.9,73.3,16.6
2014,North Carolina,78.09629257,39.06040757,13,84.7,26.9,"46,784",82.8,73.4,20.3
2014,North Dakota,79.07880575,36.46144468,23.8,90.7,26.3,"60,730",90.8,72.4,21.2
2014,Ohio,77.53337029,39.19800834,17.1,88.3,24.7,"49,644",89.1,71.5,23.4
2014,Oklahoma,75.72763745,41.1962983,12.7,86.3,23.8,"47,199",85.3,67,23.7
2014,Oregon,79.5076857,31.88448471,16.5,89.4,29.3,"58,875",88,81.5,17.3
2014,Pennsylvania,78.72246673,44.42662481,17.2,88.6,27,"55,173",88.8,73.7,21
2014,Rhode Island,79.76153781,36.95333943,17.8,84.8,31.1,"58,633",91.3,73.1,17.4
2014,South Carolina,76.88357658,37.25210687,14.9,84.2,24.1,"44,929",81.7,73.1,22
2014,South Dakota,79.22497525,35.82876033,19.2,90.6,26.3,"53,053",89.5,76.2,19.6
2014,Tennessee,76.13624845,40.24598047,9.6,84.2,23.6,"43,716",84.7,62.8,24.3
2014,Texas,78.44160407,41.02031325,16.7,81.1,26.4,"53,875",75.1,69.9,15.9
2014,Utah,79.64961493,45.680008,12.3,90.3,29.7,"63,383",86.6,79.4,10.3
2014,Vermont,79.84076763,34.61932287,17.1,91.8,35.4,"60,708",92.6,79.5,16.6
2014,Virginia,79.34431599,34.67985099,15.9,87.8,35.1,"66,155",86.3,74.5,19
2014,Washington,80.12040282,29.28281611,16.8,90.1,31.9,"59,068",88.7,80,16.1
2014,West Virginia,75.49909149,35.69418743,11.2,84.2,18.5,"39,552",88.5,68.6,27.3
2014,Wisconsin,79.57976343,39.79607991,22.5,90.4,26.5,"58,080",90.7,76.2,18.7
2014,Wyoming,78.70156048,40.17622117,16.6,92,24.7,"55,690",84.1,74.9,20.6
2015,Alabama,75.32402267,40.80467995,12,82.7,22.3,"44,509",85.8,68.1,21.1
2015,Alaska,78.6116686,35.47383863,20.2,91.8,26.4,"75,112",85.4,78,19.9
2015,Arizona,79.48559595,47.59421842,14.9,85.7,26.6,"52,248",84.9,75.3,16.5
2015,Arkansas,75.73329979,35.20893517,13.3,83.8,20.3,"42,798",86.6,65.8,24.7
2015,California,80.91122444,55.91848265,15.6,81.1,30.3,"63,636",88.3,80,12.8
2015,Colorado,79.93934942,41.39241211,17.5,90.2,36.7,"66,596",88.9,82.1,15.7
2015,Connecticut,80.96569295,45.5116096,15.9,89.1,36.2,"72,889",92.1,76.5,15.4
2015,Delaware,78.54095334,46.36621005,15.7,87,28.8,"57,756",91,70.6,19.9
2015,District of Columbia,77.44493234,47,24.9,87.2,52.5,"70,071",94.2,80.6,16.4
2015,Florida,79.37611708,36.07757023,15,85.9,25.8,"48,825",81.7,73.8,17.6
2015,Georgia,77.39871451,39.02825696,14.2,84.3,27.6,"50,768",82.1,72.7,17.4
2015,Hawaii,81.35025267,55.01921757,19.7,90.6,29.1,"64,514",92.4,77.5,14.1
2015,Idaho,79.1463112,32.20992622,14.8,88.6,25.2,"51,624",85.1,78.8,15.9
2015,Illinois,79.15989659,35.8328105,20.2,87.2,31,"60,413",90.1,75.2,16.5
2015,Indiana,77.08326913,36.10232704,14.8,87.3,23,"51,983",87.6,70.6,22.9
2015,Iowa,79.35654461,38.83160158,21.4,90.6,25.8,"60,855",93.2,73.7,18.5
2015,Kansas,78.3667417,36.40526316,15.8,90,30.1,"54,865",86.4,73.5,18.1
2015,Kentucky,75.47211569,39.62696862,12.7,83.1,21.1,"42,387",92.6,67.5,26.2
2015,Louisiana,75.57021362,39.92155732,16,82.5,21.1,"45,922",84,68.1,24
2015,Maine,78.58558332,35.53672159,17,90.9,28.4,"50,756",88.9,75.2,19.3
2015,Maryland,79.23390635,45.37329106,15.4,88.9,36.9,"73,594",90.8,75.9,14.6
2015,Massachusetts,79.92584873,38.86413281,17.4,89.2,39.1,"67,861",94.6,73.5,14.7
2015,Michigan,77.87203089,39.26935404,18.9,88.8,25.6,"54,203",89.4,74.5,21.2
2015,Minnesota,80.60005231,33.91314801,19.5,92,32.4,"68,730",93.5,78.2,16.3
2015,Mississippi,74.5456467,37.28088506,12.8,81.1,19.8,"40,037",81.4,63.2,23
2015,Missouri,77.39220459,37.44972523,15.1,87.6,26.1,"59,196",86.9,73,20.6
2015,Montana,78.46449278,37.2330163,18.9,92.3,28.2,"51,395",86.9,77.5,19.9
2015,Nebraska,79.20364129,32.16354937,20.3,91,27.9,"60,474",87.5,74.7,17.3
2015,Nevada,78.42408898,42.45986125,16,84,22.5,"52,008",84.9,75.3,17
2015,New Hampshire,79.38168565,39.50250836,16.8,91.4,33.4,"75,675",92.4,77.4,17.5
2015,New Jersey,80.42178409,43.3285192,15.8,88.1,35.3,"68,357",87.5,72.8,15.1
2015,New Mexico,78.28370513,36.24720069,13.7,83.2,25.6,"45,119",88.2,77.4,19.1
2015,New York,80.84596235,38.05175439,15,85,32.9,"58,005",89.3,70.7,14.4
2015,North Carolina,77.91288199,38.30922199,13.6,84.7,26.9,"50,797",83.5,73.8,19.1
2015,North Dakota,79.39210264,36.97780214,24,90.7,26.3,"57,415",91.4,73.2,19.9
2015,Ohio,77.15781969,38.32567433,18,88.3,24.7,"53,301",90.9,73,21
2015,Oklahoma,75.63062606,38.24470354,12.8,86.3,23.8,"47,077",85.5,66.8,21.1
2015,Oregon,79.28060524,34.27020234,16.6,89.4,29.3,"60,834",91.3,81.2,17
2015,Pennsylvania,78.38099688,45.22334766,16.7,88.6,27,"60,389",91,72.2,19.9
2015,Rhode Island,79.25078043,42.03508772,18.4,84.8,31.1,"55,701",91.6,71.9,16.3
2015,South Carolina,76.59206027,36.77051807,14.1,84.2,24.1,"46,360",85.1,73.3,21.5
2015,South Dakota,78.95482053,35.93711249,17.4,90.6,26.3,"55,065",90.8,78.5,18.6
2015,Tennessee,76.02295532,38.77226162,10.6,84.2,23.6,"47,330",85.6,69.6,24.2
2015,Texas,78.42341332,41.18307306,16.3,81.1,26.4,"56,473",76.4,70.5,14.5
2015,Utah,79.49284341,45.80648536,11.4,90.3,29.7,"66,258",88.8,79.7,9.7
2015,Vermont,79.28713682,35.16652858,17.9,91.8,35.4,"59,494",93.6,77.8,16.4
2015,Virginia,79.24585969,35.36902025,15.2,87.8,35.1,"61,486",88.7,74.9,19.5
2015,Washington,79.87326719,32.02363147,17.1,90.1,31.9,"67,243",89.6,81,15.3
2015,West Virginia,75.33343168,35.27668172,9.6,84.2,18.5,"42,824",91.5,69.2,26.7
2015,Wisconsin,79.47064293,38.42019584,22.1,90.4,26.5,"55,425",91.9,78.4,17.4
2015,Wyoming,78.73515862,40.55043375,17.2,92,24.7,"60,925",85.4,73.8,19.5
2016,Alabama,75.22705102,41.17531949,11.6,82.7,22.3,"47,221",86,70.6,21.4
2016,Alaska,78.83086345,33.67250876,20.3,91.8,26.4,"75,723",89.4,80.9,19.1
2016,Arizona,79.255103,48.77939932,14.2,85.7,26.6,"57,100",86.6,76.9,14
2016,Arkansas,75.79647863,35.39179351,14.1,83.8,20.3,"45,907",88.7,67.5,24.9
2016,California,81.00818753,55.07363933,16.5,81.1,30.3,"66,637",88.9,79.5,11.7
2016,Colorado,79.75364361,41.2691974,17.6,90.2,36.7,"70,566",89,84.2,15.6
2016,Connecticut,81.04583185,44.31000395,16.9,89.1,36.2,"75,923",92.5,78.7,13.5
2016,Delaware,78.07309775,44.99908759,14.9,87,28.8,"58,046",90.3,73.4,17.4
2016,District of Columbia,77.32059342,47,27.2,87.2,52.5,"70,982",94.9,83.8,16
2016,Florida,79.07192259,38.09406865,15.6,85.9,25.8,"51,176",81.4,70.2,15.8
2016,Georgia,77.44167671,41.16924755,15.3,84.3,27.6,"53,527",82.5,70.6,17.7
2016,Hawaii,81.58940864,54.65934066,18.9,90.6,29.1,"72,133",92.6,79.2,14.1
2016,Idaho,79.20258666,29.18650794,14.1,88.6,25.2,"56,564",83.6,79.8,13.8
2016,Illinois,79.17240304,35.62769867,20.2,87.2,31,"61,386",90.5,76.1,15.1
2016,Indiana,76.94960438,35.66425811,15.7,87.3,23,"56,094",88.1,73.2,20.6
2016,Iowa,79.31460613,36.74575969,19.8,90.6,25.8,"59,094",93,77.3,18.1
2016,Kansas,78.5381726,35.42881894,15.6,90,30.1,"56,810",86.3,76.5,17.7
2016,Kentucky,75.20762615,40.54332048,15.3,83.1,21.1,"45,369",93.9,70.2,25.9
2016,Louisiana,75.5351764,39.54964784,17.3,82.5,21.1,"42,196",85.8,70.9,21.9
2016,Maine,78.75691492,32.80005448,17.6,90.9,28.4,"50,856",89.8,79.4,19.5
2016,Maryland,78.91903684,43.97028144,14.2,88.9,36.9,"73,760",90.9,76.9,15.1
2016,Massachusetts,80.03504555,38.12396694,17.7,89.2,39.1,"72,266",93.9,80,14
2016,Michigan,77.772496,38.39106901,18.5,88.8,25.6,"57,091",91.2,76.1,20.7
2016,Minnesota,80.63207965,30.51594635,19.5,92,32.4,"70,218",93.2,82,16.2
2016,Mississippi,74.62350509,37.66854813,11.9,81.1,19.8,"41,099",82.6,69.7,22.5
2016,Missouri,77.43604384,35.24657734,16.7,87.6,26.1,"55,016",88,75.1,22.3
2016,Montana,78.44918653,32.97725344,19.8,92.3,28.2,"57,075",89.2,80.1,18.9
2016,Nebraska,79.49664353,31.77272727,19.5,91,27.9,"59,374",87.1,77.6,17.1
2016,Nevada,78.31914203,40.31037706,14.2,84,22.5,"55,431",84.5,75.3,17.5
2016,New Hampshire,79.16883974,37.85970636,16.5,91.4,33.4,"76,260",92.6,80.7,15.9
2016,New Jersey,80.29139194,43.07745329,16,88.1,35.3,"68,468",88.3,70.2,13.5
2016,New Mexico,78.23521907,38.32045654,12.9,83.2,25.6,"48,451",89.6,79.7,17.5
2016,New York,80.84395379,37.21091618,16.7,85,32.9,"61,437",89.9,73.7,15.2
2016,North Carolina,77.89295489,38.5097899,13.8,84.7,26.9,"53,764",85.2,76.7,19
2016,North Dakota,79.25495422,31.41432507,24.1,90.7,26.3,"60,184",92,77.8,18.7
2016,Ohio,76.88554807,37.78975347,18.2,88.3,24.7,"53,985",92.6,74.1,21.6
2016,Oklahoma,75.78262939,37.31298281,13.1,86.3,23.8,"50,943",84.3,71.5,22.2
2016,Oregon,79.4045715,28.40391742,16.6,89.4,29.3,"59,135",90,82.8,17.1
2016,Pennsylvania,78.18569095,43.07075334,17,88.6,27,"60,979",92.4,77.1,18.1
2016,Rhode Island,79.81826328,38.62627197,16,84.8,31.1,"61,528",91.7,75.6,15.5
2016,South Carolina,76.59514676,38.85055131,15.2,84.2,24.1,"54,336",85.9,73.1,19.7
2016,South Dakota,78.65769656,33.03680801,16.9,90.6,26.3,"57,450",91.2,81.1,20.1
2016,Tennessee,75.86122414,41.16764854,10.3,84.2,23.6,"51,344",88.1,71.6,21.9
2016,Texas,78.56076843,38.67533265,15.9,81.1,26.4,"58,146",78.1,74.8,15.2
2016,Utah,79.38423059,47.04831979,11.6,90.3,29.7,"67,481",88.8,84.3,9.1
2016,Vermont,79.75240899,34.15920398,17.2,91.8,35.4,"60,837",94.4,80.5,16
